city_name,state_id,acquittal,normalized
Longmont,CO,10.1,0.463302752
Loveland,CO,10,0.458715596
Parker,CO,7.6,0.348623853
Pueblo,CO,15,0.688073394
Thornton,CO,10.5,0.481651376
Westminster,CO,9.7,0.444954128
Bridgeport,CT,14.3,0.655963303
Bristol,CT,11.8,0.541284404
Danbury,CT,11.5,0.527522936
Hartford,CT,15.1,0.69266055
Meriden,CT,12.4,0.568807339
Milford,CT,10.3,0.472477064
New Britain,CT,13.7,0.628440367
New Haven,CT,13,0.596330275
Norwalk,CT,10.6,0.486238532
Stamford,CT,10,0.458715596
Waterbury,CT,15.8,0.724770642
West Haven,CT,12.3,0.564220183
