City_Name,State_Name,Vacant_houses,normalized_houses
Holtville,California,0.046848857,0.116302518
Wellington,Kansas,0.140921409,0.349838091
Pinon Hills,California,None,0
Auburn,Georgia,0.040897575,0.101528431
Thurmont,Maryland,0.042553191,0.105638506
Old Jefferson,Louisiana,0.053888549,0.133778588
North Patchogue,New York,0.044196613,0.109718309
Brighton,Michigan,0.064483879,0.160081547
Oakdale,Louisiana,0.183022774,0.454354937
Lamar,Colorado,0.125943122,0.31265442
Butler,New Jersey,0.042609462,0.105778199
Chehalis,Washington,0.068493151,0.170034584
Etowah,North Carolina,0.107608696,0.267139117
East Franklin,New Jersey,0.063091483,0.156624917
Waller,Washington,0.034482759,0.085603619
Windsor,Wisconsin,0.031091181,0.07718401
Scotia,New York,0.06754061,0.167669897
Marshfield,Missouri,0.075495439,0.187417799
Devils Lake,North Dakota,0.13154326,0.32655679
River Oaks,Texas,0.052246604,0.129702451
Waupaca,Wisconsin,0.082517939,0.204851189
Wapato,Washington,0.046142209,0.114548261
South Beloit,Illinois,0.070823245,0.175819054
Baldwin Harbor,New York,None,0
Kula,Hawaii,0.087644152,0.217577038
Broadview,Illinois,0.053385028,0.132528595
Cushing,Oklahoma,0.187281214,0.464926535
Pike Creek,Delaware,0.021812596,0.054149877
Milan,Tennessee,0.0789619,0.196023305
Senatobia,Mississippi,0.065277778,0.162052405
Juncos,Puerto Rico,None,0
Sioux Center,Iowa,0.065192956,0.161841834
Calumet Park,Illinois,0.07807417,0.193819511
Escalon,California,0.028402803,0.070510098
Luquillo,Puerto Rico,None,0
Lake Shore,Washington,0.019689512,0.04887931
Pulaski,Tennessee,0.120910756,0.300161547
Emerson,New Jersey,0.045384615,0.11266753
Bernardsville,New Jersey,0.066711818,0.165612416
Caribou,Maine,0.111316764,0.276344414
Tuttle,Oklahoma,0.041914076,0.1040519
LaFayette,Georgia,0.114494133,0.284232248
Palmyra,Pennsylvania,0.056427195,0.140080789
Joshua Tree,California,0.256875834,0.637695521
Leola,Pennsylvania,0.029892249,0.074207655
Dayton,New Jersey,0.025197984,0.062554119
Inwood,Florida,0.122665808,0.304518472
Glen Ridge,New Jersey,0.024305556,0.060338662
Plumas Lake,California,0.046023415,0.114253354
Hales Corners,Wisconsin,0.036010289,0.08939572
Hughson,California,0.037409493,0.09286925
Scappoose,Oregon,0.017777778,0.044133421
McCook,Nebraska,0.11659436,0.289446072
Lago Vista,Texas,0.163242519,0.405250356
Columbia Falls,Montana,0.074531516,0.185024855
Dry Run,Ohio,0.022628027,0.056174188
Jackson,California,0.091853699,0.22802726
Marshall,Michigan,0.086529884,0.214810863
Montrose,Virginia,0.043756968,0.108626888
Albertville,Minnesota,0.027106227,0.067291342
Porters Neck,North Carolina,0.070232148,0.174351653
Gold River,California,0.025984912,0.064507672
Berlin,New Jersey,0.041261322,0.102431435
Delafield,Wisconsin,0.06246282,0.155064258
Mount Horeb,Wisconsin,0.035313002,0.087664701
Big Stone Gap,Virginia,0.132404181,0.328694031
Gonzales,Texas,0.128600134,0.319250465
Pikeville,Kentucky,0.133545771,0.331528033
Haddon Heights,New Jersey,0.045973367,0.11412911
Page,Arizona,0.137700535,0.341842255
Fairfax,California,0.053602305,0.133067986
Yreka,California,0.081788441,0.203040207
Benton,Illinois,0.143154762,0.355382401
Norwich,New York,0.105563481,0.262061861
Marengo,Illinois,0.051116144,0.126896079
Fairlawn,Ohio,0.04726861,0.117344557
Robinson,Illinois,0.162631906,0.403734507
Gurabo,Puerto Rico,None,0
Tyrone,Georgia,0.045589325,0.113175724
North Star,Delaware,0.023573625,0.05852164
Purcell,Oklahoma,0.109917651,0.272871109
Lowell,Michigan,0.040363843,0.100203439
Hatboro,Pennsylvania,0.032522547,0.080737383
Landen,Ohio,0.023988543,0.059551676
Dos Palos,California,0.044370494,0.11014997
Oceano,California,0.164935474,0.409453126
Sappington,Missouri,0.055377207,0.137474189
McCordsville,Indiana,0.029062087,0.072146774
Silvis,Illinois,0.091446185,0.227015604
Newport,Arkansas,0.130703259,0.324471483
Southwood Acres,Connecticut,0.02730273,0.067779162
Mount Shasta,California,0.128016789,0.317802308
Ojai,California,0.080863309,0.200743562
Monticello,New York,0.223751687,0.555464664
Villa Hills,Kentucky,0.026626222,0.066099727
St. Gabriel,Louisiana,0.097120271,0.24110155
Lander,Wyoming,0.092356688,0.229275932
Palmer,Alaska,0.099667774,0.247425739
Dock Junction,Georgia,0.101413134,0.251758604
Keystone Heights,Florida,0.065546218,0.162718809
Waikele,Hawaii,0.031082888,0.077163422
White Oak,Pennsylvania,0.057311745,0.142276689
Hillcrest,New York,0.029501526,0.073237683
Rockton,Illinois,0.028461784,0.070656519
Park City,Illinois,0.032523364,0.080739411
Ashland,Pennsylvania,0.274007682,0.680225418
Florence,Colorado,0.083428571,0.207111838
Old Town,Maine,0.111615487,0.277085996
Edgerton,Wisconsin,0.042906842,0.106516446
New London,Wisconsin,0.058998808,0.146464831
North Bend,Washington,0.0596408,0.148058579
Hiawatha,Iowa,0.053421369,0.132618811
Hubbard,Ohio,0.056945184,0.141366699
River Rouge,Michigan,0.177026204,0.439468422
Sandwich,Illinois,0.044967139,0.111631144
Belen,New Mexico,0.116119403,0.288266989
Marion,Virginia,0.13732155,0.340901423
Inverness,Florida,0.137053353,0.340235623
Cotati,California,0.037394827,0.092832842
Wauseon,Ohio,0.039886935,0.099019512
Mills River,North Carolina,0.091595845,0.227387136
Saranac Lake,New York,0.170271198,0.422699087
Sanibel,Florida,0.570835496,1.417101927
Farmington,Arkansas,0.050898204,0.126355042
Soldotna,Alaska,0.140139211,0.347896281
Port Jefferson Station,New York,0.042211055,0.104789152
Greenville,Alabama,0.12503435,0.310398389
West Concord,Massachusetts,0.079196665,0.19660611
New Bremen,Ohio,0.052877138,0.131267755
Mentor-on-the-Lake,Ohio,0.043764302,0.108645095
Ancient Oaks,Pennsylvania,0.025610717,0.063578731
Farr West,Utah,0.025482943,0.063261531
South Apopka,Florida,0.066639073,0.165431827
Pembroke,North Carolina,0.070467142,0.174935027
Canovanas,Puerto Rico,None,0
Providence Village,Texas,0.039370079,0.097736415
Inverness,Illinois,0.054804024,0.136051259
Gypsum,Colorado,0.030639602,0.076062963
Clarkston,Washington,0.069972619,0.173707371
Tolleson,Arizona,0.052746295,0.130942937
Montpelier,Vermont,0.059372756,0.147393159
New Roads,Louisiana,0.182763101,0.453710297
Ponchatoula,Louisiana,0.078334304,0.194465295
Camp Pendleton North,California,None,0
Smithville,New Jersey,0.069938909,0.173623686
Eden Isle,Louisiana,0.064851882,0.160995116
Pomona,New Jersey,0.065424431,0.162416472
Charles City,Iowa,0.100376749,0.249185773
Stanwood,Washington,0.063779792,0.158333647
St. Rose,Louisiana,0.052966812,0.131490371
St. Joseph,Minnesota,0.056204064,0.139526865
Hudsonville,Michigan,0.022222222,0.055166775
Spring Hill,Kansas,0.049208534,0.122160428
Philadelphia,Mississippi,0.123714459,0.307121753
Bellbrook,Ohio,0.029023747,0.072051595
Mexia,Texas,0.135647817,0.336746373
Kenwood,Ohio,0.092426953,0.229450365
Middleborough Center,Massachusetts,0.054582604,0.135501583
Mantua,Virginia,0.062659381,0.155552222
Makawao,Hawaii,0.043866171,0.108897985
Gibsonville,North Carolina,0.043799617,0.108732765
Dade City,Florida,0.157731639,0.39156957
Red Chute,Louisiana,0.06313933,0.156743697
Village St. George,Louisiana,0.059895029,0.148689704
Winooski,Vermont,0.045443258,0.112813112
Sky Lake,Florida,0.054133445,0.134386543
Valley Center,Kansas,0.060595195,0.15042787
Umatilla,Oregon,0.038605898,0.095839332
Oak Grove,Kentucky,0.098126673,0.243599948
Strasburg,Virginia,0.062062381,0.154070166
Geneva,Ohio,0.09045045,0.224543687
Whiteville,North Carolina,0.121649485,0.301995445
University of California-Davis,California,0.141587302,0.351491174
Sabana Seca,Puerto Rico,0.15560527,0.386290848
Ephraim,Utah,0.139837398,0.347147028
Lochbuie,Colorado,0.019493177,0.048391908
North Springfield,Virginia,0.015163934,0.037644541
Longboat Key,Florida,0.568965517,1.412459695
Dahlonega,Georgia,0.11758418,0.291903305
Nebraska City,Nebraska,0.083542714,0.207395198
Hardeeville,South Carolina,0.128068843,0.317931533
Connellsville,Pennsylvania,0.142625608,0.354068773
Torrington,Wyoming,0.113636364,0.282102833
New Cumberland,Pennsylvania,0.055539651,0.137877457
Pinehurst,Massachusetts,0.017508953,0.043466062
Huron,California,0.031677019,0.078638355
Alta Sierra,California,None,0
Northridge,Ohio,0.018340349,0.045530007
Moab,Utah,0.147597254,0.366410909
Wildwood,Florida,0.243160494,0.603647122
Baywood,New York,0.024713151,0.061350519
Northport,New York,0.046355499,0.115077754
Ralston,Nebraska,0.052072968,0.129271399
Madison,South Dakota,0.116445352,0.289076159
Tanglewilde,Washington,0.051292744,0.127334489
Ormond-by-the-Sea,Florida,0.343814081,0.853520147
Delphos,Ohio,0.074780976,0.185644141
Stevensville,Maryland,0.048325854,0.11996917
Lihue,Hawaii,0.079876161,0.198292963
Murillo,Texas,0.057142857,0.141857424
St. Louis,Michigan,0.079308289,0.196883218
Hobart,Washington,0.047016989,0.116719906
Pleasantville,New York,0.055174777,0.136971655
Neptune Beach,Florida,0.075142857,0.186542512
Crystal City,Texas,0.121573302,0.30180632
Williston Park,New York,0.03444564,0.085511471
Union Grove,Wisconsin,0.044,0.109230216
Richland,Mississippi,0.083276683,0.206734775
Bedford,Virginia,0.102118242,0.253509038
Belle Isle,Florida,0.050812306,0.1261418
Woodstock,Virginia,0.088741204,0.220300475
Franklin,North Carolina,0.167029143,0.414650669
Collinsville,Oklahoma,0.056951957,0.141383513
Willow Oak,Florida,0.071698113,0.177990918
Emmitsburg,Maryland,0.053587648,0.1330316
Willows,California,0.058536585,0.14531736
Parkville,Pennsylvania,0.048154556,0.119543922
Roosevelt,Utah,0.126582278,0.314241128
East Hills,New York,0.033129904,0.08224515
Acton,California,0.049273307,0.122321227
La Feria,Texas,0.211557297,0.52519203
Washington,Iowa,0.063719512,0.158184002
Tappan,New York,0.039022298,0.096873047
Cochituate,Massachusetts,0.04356133,0.108141216
Whitinsville,Massachusetts,0.040920716,0.101585879
Batesville,Mississippi,0.094528974,0.234668643
Lake Lorraine,Florida,0.071014934,0.176294923
Seward,Nebraska,0.059820538,0.14850478
Midland Park,New Jersey,0.047454105,0.117805049
Moapa Valley,Nevada,0.128611001,0.319277443
Middletown,Pennsylvania,0.031116934,0.077247942
Corbin,Kentucky,0.13844086,0.343680116
Dunellen,New Jersey,0.039237257,0.097406684
Jackson,Wisconsin,0.025454545,0.063191033
Riverdale Park,Maryland,0.038826185,0.096386195
Knoxville,Iowa,0.072982255,0.181178807
Unionville,North Carolina,0.050637959,0.125708982
Gunnison,Colorado,0.094312964,0.234132397
Morrow,Georgia,0.129188535,0.320711174
Sandston,Virginia,0.041727887,0.103589685
Belle Plaine,Minnesota,0.049168474,0.122060979
Nuevo,California,0.033871808,0.08408693
Enoch,Utah,0.039317859,0.097606778
Pacific,Washington,0.034205231,0.084914654
Utuado,Puerto Rico,None,0
Canfield,Ohio,0.05001471,0.124161764
Independence,Ohio,0.050505051,0.125379038
Elsa,Texas,0.083916084,0.208322091
Centerville,South Carolina,0.056879568,0.141203807
Commerce,Georgia,0.066955363,0.166217018
Austell,Georgia,0.053665381,0.133224572
Glenolden,Pennsylvania,0.056230032,0.139591331
Parkville,Missouri,0.063455657,0.157528981
Hillsborough,North Carolina,0.075931568,0.188500491
Crozet,Virginia,0.084704613,0.210279618
Pollock Pines,California,0.137700146,0.34184129
Nyack,New York,0.072658773,0.180375761
Tyrone,Pennsylvania,0.077742699,0.192996633
Larose,Louisiana,0.115890508,0.287698756
Lawrenceville,Illinois,0.132786094,0.329642132
Brook Highland,Alabama,0.039402174,0.097816091
Cottage Grove,Wisconsin,0.01980198,0.049158513
De Soto,Missouri,0.123873122,0.307515635
Palmyra,New Jersey,0.054077501,0.134247662
Nappanee,Indiana,0.074940658,0.186040552
Atherton,California,0.108471892,0.269282005
Nibley,Utah,0.024414549,0.060609238
Kingsland,Texas,0.258040201,0.640586068
Walled Lake,Michigan,0.042627346,0.105822596
San Lorenzo,Puerto Rico,None,0
Winsted,Connecticut,0.121497774,0.301618822
Bonne Terre,Missouri,0.120039196,0.297997895
Live Oak,Florida,0.127819549,0.317312659
Rockville,Connecticut,0.096449257,0.239435755
Calipatria,California,0.073476703,0.182406277
Mead,Washington,0.03018737,0.074940295
Parkwood,Washington,0.040822887,0.101343018
Russellville,Kentucky,0.097067449,0.24097042
Pinson,Alabama,0.080323996,0.199404715
Selma,North Carolina,0.107453651,0.266754217
Marble Falls,Texas,0.09969419,0.247491317
Decatur,Texas,0.070525105,0.17507892
Fort Myers Beach,Florida,0.67167019,1.667424551
Dunbar,West Virginia,0.125955139,0.312684252
Byron Center,Michigan,0.031674208,0.078631377
Homestead Meadows South,Texas,0.078046554,0.193750954
Portage Lakes,Ohio,0.124754696,0.309704146
Meridianville,Alabama,0.033650794,0.083538262
Homeland,California,0.065696649,0.163092254
Osceola,Arkansas,0.140809969,0.349561441
Syracuse,Indiana,0.209921355,0.521130796
Souderton,Pennsylvania,0.041020338,0.101833191
Flatwoods,Kentucky,0.090662651,0.225070477
Fair Plain,Michigan,0.079146786,0.196482286
Gateway,Alaska,0.083250743,0.206670379
Mount Ivy,New York,0.040290621,0.100021665
Milton-Freewater,Oregon,0.073421439,0.182269083
River Park,Florida,0.102748282,0.255073115
Yabucoa,Puerto Rico,None,0
Sausalito,California,0.097853107,0.242920819
South Lockport,New York,0.041685144,0.103483575
Ridley Park,Pennsylvania,0.047047679,0.116796095
Highland Heights,Kentucky,0.054054054,0.134189455
Woodlake,Virginia,0.020319303,0.05044277
Barnesville,Georgia,0.1037182,0.257480942
Berrien Springs,Michigan,0.084210526,0.209053045
St. Helena,California,0.168918919,0.419342047
Hudson Falls,New York,0.057108864,0.141773036
Noble,Oklahoma,0.087250592,0.216600024
Gulf Park Estates,Mississippi,0.072064434,0.178900312
Oak Ridge,North Carolina,0.035267349,0.087551367
Rochester,Indiana,0.166160389,0.412493983
San Isidro,Puerto Rico,0.159006211,0.394733701
Orange City,Iowa,0.051607062,0.128114785
Seminole,Oklahoma,0.152398871,0.378330947
Groesbeck,Ohio,0.050505051,0.125379038
Springs,New York,0.336680054,0.83580989
Marksville,Louisiana,0.134816754,0.334683255
Truth or Consequences,New Mexico,0.230363864,0.571879426
Laurium,Michigan,0.2039801,0.506381602
Archbald,Pennsylvania,0.07504576,0.186301468
Willis,Texas,0.080136402,0.198939012
Great Neck Plaza,New York,0.063732929,0.15821731
Rancho Calaveras,California,0.046181984,0.114647002
Orland Hills,Illinois,0.020589423,0.051113344
Kentfield,California,0.050112191,0.124403761
Kiel,Wisconsin,0.052688756,0.130800096
Mount Carmel,Illinois,0.149378792,0.370833586
Crete,Nebraska,0.07209776,0.178983044
Meraux,Louisiana,0.04972592,0.123444841
Garden Home-Whitford,Oregon,0.02796748,0.069429407
St. Augustine Beach,Florida,0.313149171,0.777394357
Zuni Pueblo,New Mexico,0.044300059,0.109975114
Mendota,Illinois,0.088415618,0.219492207
Cos Cob,Connecticut,0.063069632,0.156570672
Adel,Georgia,0.128618693,0.319296538
Heathrow,Florida,0.06252147,0.155209857
Calverton,New York,0.078580902,0.195077476
Galliano,Louisiana,0.131604538,0.326708913
Eagle,Colorado,0.050445104,0.125230219
Hillsboro,Illinois,0.115053218,0.28562018
Oakdale,New York,0.040432099,0.100372885
Barberton,Washington,0.031553398,0.078331466
Keyport,New Jersey,0.065655092,0.162989089
Beacon Square,Florida,0.144724335,0.359278874
Brier,Washington,0.014919188,0.037036958
Trumann,Arkansas,0.079912253,0.198382561
Milltown,New Jersey,0.034724788,0.086204457
Hamilton,Montana,0.070175439,0.174210873
Leitchfield,Kentucky,0.089774697,0.222866127
Creswell,Oregon,0.028020211,0.069560312
Bondurant,Iowa,0.016414141,0.040748186
Stratford,New Jersey,0.039770692,0.098730939
Prairie View,Texas,0.297628156,0.738863361
Catoosa,Oklahoma,0.08261563,0.205093708
Paintsville,Kentucky,0.136857008,0.339748196
Plymouth Meeting,Pennsylvania,0.034621329,0.08594762
Bremen,Georgia,0.076977904,0.191098025
Ocean City,Maryland,0.8727854,2.166694049
Vandalia,Illinois,0.120958539,0.300280168
Edgemoor,Delaware,0.070435589,0.174856696
Westmere,New York,0.049438202,0.12273058
Fort Meade,Florida,0.226185651,0.561506991
Osprey,Florida,0.144117647,0.357772768
Franklin,California,None,0
Fort Pierce North,Florida,0.145714286,0.361736432
Sturgis,South Dakota,0.093786635,0.232825783
West Samoset,Florida,0.086365629,0.214403099
Treasure Island,Florida,0.333508957,0.827937626
Spring Lake Park,Minnesota,0.023132849,0.057427411
Black Jack,Missouri,0.088460138,0.219602728
Lewisburg,West Virginia,0.122542295,0.30421185
Heber Springs,Arkansas,0.149586777,0.37134991
West Slope,Oregon,0.036908517,0.091625575
Woodland,Washington,0.034778875,0.086338728
Gulf Breeze,Florida,0.079031684,0.196196544
Viola,New York,0.086914534,0.215765758
Freeland,Michigan,0.031847134,0.079060667
Lake Mills,Wisconsin,0.124701874,0.309573016
Byron,Illinois,0.059082338,0.146672195
Latimer,Mississippi,0.057876581,0.143678897
Thermalito,California,0.055577147,0.137970541
Whitemarsh Island,Georgia,0.088111044,0.2187361
Colusa,California,0.067025238,0.166390483
Union,Ohio,0.035801182,0.08887661
Junction City,Oregon,0.038091716,0.094562872
Ben Lomond,California,0.048854962,0.121282683
University Park,Illinois,0.095428157,0.236900869
Gleneagle,Colorado,0.040225261,0.099859408
Mountainside,New Jersey,0.064352574,0.159755582
Moores Mill,Alabama,0.04505814,0.111857054
Perry,Florida,0.125243982,0.310918801
Chestertown,Maryland,0.129176854,0.320682175
St. Martinville,Louisiana,0.16635232,0.412970453
Harrisville,Utah,0.022680412,0.056304234
Twin Rivers,New Jersey,0.029547882,0.073352762
Huron,Ohio,0.191577853,0.475592962
Mechanicstown,New York,0.050441014,0.125220065
Loomis,California,0.034929356,0.086712298
King,North Carolina,0.053814498,0.133594756
West Glens Falls,New York,0.052315394,0.129873223
Youngtown,Arizona,0.043685756,0.108450104
Lemoore Station,California,0.111728738,0.277367142
Lutherville,Maryland,0.033511586,0.083192677
Milford,Ohio,0.051860533,0.128744028
Greenbrier,Tennessee,0.02972561,0.073793973
Lecanto,Florida,0.094067135,0.233522125
Eldridge,Iowa,0.05,0.124125246
Old Greenwich,Connecticut,0.06352459,0.157700107
Idabel,Oklahoma,0.13011509,0.323011351
South Patrick Shores,Florida,0.127123609,0.315584985
Sunnyvale,Texas,0.049239392,0.122237033
Bee Cave,Texas,0.080118694,0.198895052
Lovejoy,Georgia,0.0825,0.204806656
Fircrest,Washington,0.032125769,0.07975238
Las Piedras,Puerto Rico,None,0
Huntertown,Indiana,0.032148377,0.079808504
Crossett,Arkansas,0.138160633,0.342984451
Taneytown,Maryland,0.04543841,0.112801076
Mount Vernon,Indiana,0.102100162,0.253464154
Fort Myers Shores,Florida,0.097179878,0.241249525
Kirtland,Ohio,0.055735347,0.138363273
Lakes of the Four Seasons,Indiana,0.055454214,0.137665359
Marion,South Carolina,0.135570911,0.336555453
San Martin,California,0.053537285,0.132906573
Kimberly,Wisconsin,0.029743269,0.073837812
Hewlett,New York,0.061527057,0.152741222
Taylor Mill,Kentucky,0.042051282,0.104392514
Yardville,New Jersey,0.034770515,0.086317975
East Shoreham,New York,0.02980427,0.073989247
Valley Park,Missouri,0.048352325,0.120034885
Thousand Palms,California,0.231223176,0.574012672
Amory,Mississippi,0.170792079,0.423992176
Columbus,Wisconsin,0.053191489,0.132048133
Lake Mathews,California,0.038363171,0.095236761
Marvin,North Carolina,0.023834746,0.059169874
Fowler,California,0.039381153,0.097763906
Fishhook,Alaska,0.121976325,0.302806827
Breinigsville,Pennsylvania,0.033201581,0.082423088
Lincoln,Alabama,0.158807423,0.394240209
Myers Corner,New York,0.039951574,0.099179979
South Valley Stream,New York,0.032961706,0.081827597
Millersville,Tennessee,0.05,0.124125246
Cortland,Ohio,0.051587302,0.128065731
Guanica,Puerto Rico,None,0
Desert Palms,California,0.212401309,0.527287294
Indian River Estates,Florida,0.082009724,0.203589543
Pembroke Park,Florida,0.343184239,0.851956561
Lake Hallie,Wisconsin,0.032713499,0.081211422
Ellettsville,Indiana,0.052287582,0.12980418
Prairie Grove,Arkansas,0.054948926,0.136410979
Napili-Honokowai,Hawaii,0.36228231,0.899367617
Montevallo,Alabama,0.09270356,0.230137044
Mount Healthy,Ohio,0.084955752,0.210903072
Clover Creek,Washington,0.040714286,0.101073415
Allendale,New Jersey,0.050204082,0.124631881
Rupert,Idaho,0.069302721,0.172044346
Snowflake,Arizona,0.111163227,0.275963258
Bayville,New York,0.064288369,0.159596192
Litchfield,Illinois,0.110972569,0.275489948
Maple Glen,Pennsylvania,0.020092089,0.04987871
Eatonton,Georgia,0.12267525,0.304541912
Bellwood,Virginia,0.047081587,0.116880271
Lacy-Lakeview,Texas,0.087581699,0.217421999
Kosciusko,Mississippi,0.131871728,0.327372213
Orchard Mesa,Colorado,0.041452678,0.102906477
Roaring Spring,Pennsylvania,0.074418605,0.184744553
Woodfin,North Carolina,0.120086744,0.298115933
Rumson,New Jersey,0.086128049,0.213813305
Broadway,Virginia,0.043202765,0.107251077
Medina,Minnesota,0.046868519,0.116351329
Harrisburg,South Dakota,0.054606086,0.135559877
Bermuda Dunes,California,0.131831132,0.327271434
Clifton Heights,Pennsylvania,0.069743234,0.173137921
Wescosville,Pennsylvania,0.026690391,0.066259027
Roeland Park,Kansas,0.03438914,0.085371209
Dayton,Minnesota,0.056429942,0.140087609
Lucas Valley-Marinwood,California,0.028037383,0.069602941
Cherryville,North Carolina,0.110382514,0.274025134
Belfast,Maine,0.135733333,0.336958667
Nevada,Iowa,0.080753272,0.200470395
Dunlap,Indiana,0.040086207,0.099514206
Lauderdale-by-the-Sea,Florida,0.464401773,1.152879686
Church Hill,Tennessee,0.077140169,0.191500849
Potomac Mills,Virginia,0.019169329,0.047587954
Linwood,New Jersey,0.060433701,0.15002696
Ashville,Ohio,0.043892121,0.108962406
Valley Falls,South Carolina,0.173028699,0.429544596
Sandersville,Georgia,0.110445526,0.274181562
Blairsville,Pennsylvania,0.147772138,0.366845059
Bridgeport,Texas,0.087764584,0.217876011
Sturtevant,Wisconsin,0.051423324,0.127658655
Litchfield,Minnesota,0.063837129,0.158475987
Cherry Hills Village,Colorado,0.053113553,0.131854657
Notre Dame,Indiana,0.35125448,0.871990974
Pocahontas,Arkansas,0.103242052,0.256298902
Morrilton,Arkansas,0.132983647,0.330132558
Barrington,New Jersey,0.063836018,0.158473229
Belle Haven,Virginia,0.054551027,0.135423193
Juana Diaz,Puerto Rico,None,0
Tecumseh,Oklahoma,0.113619541,0.282061069
Mecca,California,0.052973513,0.131507007
Mira Monte,California,0.060468368,0.150113021
Cedarhurst,New York,0.061334438,0.152263044
Folcroft,Pennsylvania,0.053090633,0.131797758
Pea Ridge,West Virginia,0.071018435,0.176303614
Belmont,Virginia,0.028822816,0.071552782
Green Knoll,New Jersey,0.03971687,0.098597325
Guadalupe,Arizona,0.042553191,0.105638506
Veneta,Oregon,0.026275897,0.065230044
North Syracuse,New York,0.051099228,0.126854085
Manorhaven,New York,0.061133753,0.151764843
Battlefield,Missouri,0.031355932,0.077841255
Puerto Real,Puerto Rico,0.143486974,0.356207119
North Caldwell,New Jersey,0.044839255,0.111313671
Beaver Dam,Kentucky,0.075015893,0.186227323
Ladera Heights,California,0.04698921,0.116650945
Winthrop Harbor,Illinois,0.040378319,0.100239376
Whitmore Lake,Michigan,0.05760963,0.14301619
Hillsboro,Ohio,0.110762473,0.274968384
Brewton,Alabama,0.121522095,0.301679199
Kermit,Texas,0.159448064,0.395830603
Demopolis,Alabama,0.125588235,0.311773411
Talent,Oregon,0.05479907,0.136038961
Hamilton,Alabama,0.099838969,0.247850732
Trinity,North Carolina,0.058047493,0.144103187
Normandy Park,Washington,0.048450303,0.120278116
Bridge City,Louisiana,0.170468948,0.423190002
Ambridge,Pennsylvania,0.173016701,0.429514811
Amite City,Louisiana,0.148493544,0.368635953
Catasauqua,Pennsylvania,0.0472103,0.117199802
Cocoa West,Florida,0.089104901,0.221203355
Forestbrook,South Carolina,0.081008403,0.201103759
Bethel,Alaska,0.124542125,0.309176438
Ewa Villages,Hawaii,0.022343595,0.055468084
Northgate,Ohio,0.048370137,0.120079103
Oneonta,Alabama,0.082575227,0.204993407
Mont Belvieu,Texas,0.054773678,0.135975925
South Monrovia Island,California,0.023297491,0.057836136
Cold Spring,Kentucky,0.032631579,0.081008055
Keene,Texas,0.101585941,0.252187598
Walnut Ridge,Arkansas,0.109019264,0.270640859
Thompson's Station,Tennessee,0.049814126,0.123663813
Stickney,Illinois,0.041617122,0.10331471
Green Hill,Tennessee,0.033333333,0.082750163
Rossford,Ohio,0.043355657,0.107630632
Blackwell,Oklahoma,0.213175886,0.529210186
Contra Costa Centre,California,0.076862332,0.190811117
Lawrence,New York,0.1015625,0.252129406
Roslyn Heights,New York,0.049594229,0.123117917
South Hill,New York,0.150943396,0.374717723
Tuckahoe,New York,0.074635922,0.185284043
Waikoloa Village,Hawaii,0.216370749,0.537141449
Keyes,California,0.068821065,0.170848632
Cumming,Georgia,0.065380493,0.162307395
Portage,Pennsylvania,0.11497105,0.285416197
Fox Point,Wisconsin,0.066710919,0.165610185
Slippery Rock,Pennsylvania,0.165782493,0.411555854
Clairton,Pennsylvania,0.191885038,0.476355551
Oakmont,Pennsylvania,0.069609508,0.172805946
Fairview,Georgia,0.099083216,0.245974571
Plaquemine,Louisiana,0.127394958,0.31625861
Elkin,North Carolina,0.142302088,0.353265633
Plattsmouth,Nebraska,0.095521344,0.237132206
De Queen,Arkansas,0.117541498,0.291797347
Hapeville,Georgia,0.08675342,0.215365792
Laurence Harbor,New Jersey,0.045107312,0.111979124
Atlantic,Iowa,0.080793134,0.200569353
Castroville,California,0.029445727,0.073099162
Russells Point,Ohio,0.402634055,0.999541022
Martins Ferry,Ohio,0.155602283,0.386283433
West View,Pennsylvania,0.056302784,0.139771938
Milford,Michigan,0.050586265,0.125580652
Kingston,Rhode Island,0.083120205,0.206346318
Air Force Academy,Colorado,0.176836862,0.43899838
De Soto,Kansas,0.067831032,0.168390871
Avon,Colorado,0.375657203,0.932570854
Heathcote,New Jersey,0.04776848,0.118585487
Naples Manor,Florida,0.099862259,0.247908549
Rittman,Ohio,0.072254335,0.179371742
Bangor Base,Washington,0.110918544,0.275355831
Anadarko,Oklahoma,0.187111801,0.464505966
Schriever,Louisiana,0.094436813,0.234439853
Harrah,Oklahoma,0.062548563,0.155277115
Monticello,Kentucky,0.079464988,0.197272224
Williamston,Michigan,0.074684239,0.185403991
Homeacre-Lyndora,Pennsylvania,0.078871618,0.19579918
Pratt,Kansas,0.155172414,0.385216281
Basehor,Kansas,0.025038521,0.062158252
Geneseo,Illinois,0.073670724,0.182887935
Severance,Colorado,0.031152648,0.077336602
Ocean Shores,Washington,0.377129395,0.936225578
La Habra Heights,California,0.049950544,0.124002471
Prospect Park,Pennsylvania,0.058780309,0.145922406
Ambler,Pennsylvania,0.044700793,0.110969939
East Rochester,New York,0.062419974,0.154957892
Mulvane,Kansas,0.051521298,0.127901876
Camilla,Georgia,0.098524306,0.244587074
Lynchburg,Tennessee,None,0
Hillandale,Maryland,0.085242408,0.211614697
Stratmoor,Colorado,0.055667608,0.138195111
Buena Vista,Virginia,0.118385346,0.293892204
Prairie du Chien,Wisconsin,0.089299461,0.221686351
Silver Lake,North Carolina,0.048291233,0.119883223
Irvington,New York,0.053401609,0.132569757
Prestonsburg,Kentucky,0.102120536,0.253514733
