City_Name,State_ID,CrimesOccurred,normalized_crimes
Thomasville,AL,None,0
Huntingdon,TN,None,0
St. Augusta,MN,None,0
Abbotsford,WI,None,0
Level Park-Oak Park,MI,None,0
Meadow Lake,NM,None,0
Granger,WA,None,0
Leesburg,GA,None,0
Highland Falls,NY,None,0
Nash,TX,None,0
Saxon,SC,None,0
LaGrange,OH,None,0
River Road,NC,None,0
Honea Path,SC,None,0
Mogadore,OH,None,0
Pleasant Hills,MD,None,0
Houtzdale,PA,None,0
Lincoln,ID,None,0
Ossian,IN,None,0
Windber,PA,None,0
Leland,MS,None,0
Greentown,OH,None,0
Vidalia,LA,None,0
Panther Valley,NJ,None,0
Hohenwald,TN,None,0
North Hudson,WI,None,0
Carmel-by-the-Sea,CA,None,0
Marshall,IL,None,0
Elba,AL,None,0
Arbuckle,CA,None,0
Winneconne,WI,None,0
Friona,TX,None,0
Barrett,TX,None,0
Key Center,WA,None,0
Midland,NC,None,0
Warminster Heights,PA,None,0
Elmira Heights,NY,None,0
Oakhurst,NJ,None,0
Welcome,NC,None,0
Independence,MN,None,0
Longview Heights,WA,None,0
Lansford,PA,None,0
Indian Head,MD,None,0
Fowlerville,MI,None,0
Lambertville,NJ,None,0
Brooktrails,CA,None,0
Avenue B and C,AZ,None,0
Lillington,NC,None,0
Roosevelt Park,MI,None,0
North Muskegon,MI,None,0
Forestdale,MA,None,0
Grayling,MI,None,0
Carter Lake,IA,None,0
Booneville,AR,None,0
Valley Green,PA,None,0
Cedar Springs,MI,None,0
Cisco,TX,None,0
Mirrormont,WA,None,0
Grifton,NC,None,0
Gibbstown,NJ,None,0
Eagle Lake,TX,None,0
Plainwell,MI,None,0
Freedom,CA,None,0
Hugoton,KS,None,0
Lake Goodwin,WA,None,0
Colonial Beach,VA,None,0
Norwood Young America,MN,None,0
Waldport,OR,None,0
Toledo,OR,None,0
Country Lake Estates,NJ,None,0
West Liberty,IA,None,0
Graceville,FL,None,0
Bayport,MN,None,0
Quartzsite,AZ,None,0
Port St. Joe,FL,None,0
Stanley,NC,None,0
Centre,AL,None,0
Merton,WI,None,0
Eastover,NC,None,0
Fulton,KY,None,0
Imlay City,MI,None,0
Forestville,CA,None,0
Melody Hill,IN,None,0
North Wildwood,NJ,None,0
Celada,PR,None,0
Bystrom,CA,None,0
St. Charles,MN,None,0
Madison,IL,None,0
Haleiwa,HI,None,0
San Castle,FL,None,0
Brownsville,LA,None,0
Calcutta,OH,None,0
Manti,UT,None,0
Harbour Heights,FL,None,0
Scott City,KS,None,0
Franklinton,LA,None,0
Mamou,LA,None,0
Irwin,PA,None,0
South Russell,OH,None,0
Whitfield,FL,None,0
Agua Dulce,CA,None,0
Johnson,AR,None,0
Hesston,KS,None,0
Sumiton,AL,None,0
White Hall,IL,None,0
Cresco,IA,None,0
Cross City,FL,None,0
Farmerville,LA,None,0
West Point,GA,None,0
Cozad,NE,None,0
Madison,FL,None,0
North Webster,IN,None,0
Ocilla,GA,None,0
La Cienega,NM,None,0
Turnersville,NJ,None,0
Village Green,NY,None,0
Boyne City,MI,None,0
Jackson,LA,None,0
Bagdad,FL,None,0
Bullard,TX,None,0
Itta Bena,MS,None,0
North Alamo,TX,None,0
Upland,IN,None,0
Trappe,PA,None,0
Lavon,TX,None,0
Coal Valley,IL,None,0
Pulaski,WI,None,0
Indian Head Park,IL,None,0
Lyman,SC,None,0
Comfort,TX,None,0
Boulevard Park,WA,None,0
Sweeny,TX,None,0
Lowell,NC,None,0
Maiden,NC,None,0
St. Anthony,ID,None,0
Metamora,IL,None,0
Stanley,WI,None,0
St. Pauls,NC,None,0
Hudson,NC,None,0
Rochester,IL,None,0
Bryn Mawr,PA,None,0
Belvidere,NJ,None,0
Flagler Estates,FL,None,0
Fordyce,AR,None,0
Sunnyslope,WA,None,0
Livonia,LA,None,0
Lancaster,WI,None,0
Mountain View,NC,None,0
Ellijay,GA,None,0
Merchantville,NJ,None,0
Battle Mountain,NV,None,0
Plymouth,NC,None,0
Emerald Isle,NC,None,0
SUNY Oswego,NY,None,0
Candelaria Arenas,PR,None,0
San Manuel,AZ,None,0
Clarcona,FL,None,0
Mount Union,PA,None,0
Leisure Village East,NJ,None,0
Wolf Point,MT,None,0
Montauk,NY,None,0
South Toms River,NJ,None,0
Woodbourne,PA,None,0
Emmetsburg,IA,None,0
McGehee,AR,None,0
Lake of the Woods,AZ,None,0
Maybrook,NY,None,0
Beach Haven West,NJ,None,0
Pine Ridge,SD,None,0
Albia,IA,None,0
Avalon,CA,None,0
Meadow Vista,CA,None,0
Potosi,TX,None,0
Aurora,IN,None,0
Lely,FL,None,0
Sagamore,MA,None,0
Brookland,AR,None,0
Arlington,NY,None,0
Feather Sound,FL,None,0
Hebron,IN,None,0
Wintersville,OH,None,0
Milan,NM,None,0
Ranlo,NC,None,0
Muttontown,NY,None,0
Moca,PR,None,0
Auburn Lake Trails,CA,None,0
Northfield,OH,None,0
Royal Palm Estates,FL,None,0
Millvale,PA,None,0
Mullica Hill,NJ,None,0
Lloyd Harbor,NY,None,0
Fritch,TX,None,0
Spencerport,NY,None,0
Melrose,MN,None,0
Oracle,AZ,None,0
Troy,NC,None,0
Thorndale,PA,None,0
Boonsboro,MD,None,0
Juno Beach,FL,None,0
Mora,MN,None,0
White Bluff,TN,None,0
Quitman,GA,None,0
Port Vue,PA,None,0
Wills Point,TX,None,0
Wadsworth,IL,None,0
Fairbury,IL,None,0
Squaw Valley,CA,None,0
Perham,MN,None,0
Old River-Winfree,TX,None,0
Horicon,WI,None,0
Richfield,OH,None,0
Northlake,SC,None,0
North East,MD,None,0
Shenandoah Farms,VA,None,0
Ballinger,TX,None,0
Maple Heights-Lake Desire,WA,None,0
Shady Cove,OR,None,0
Meridian,CO,None,0
Society Hill,NJ,None,0
Wildwood Lake,TN,None,0
Heavener,OK,None,0
Ponderosa Park,CO,None,0
Westway,TX,None,0
South Glens Falls,NY,None,0
Felton,CA,None,0
Blanding,UT,None,0
Camden,TN,None,0
Clearview,WA,None,0
Ringgold,GA,None,0
Farmersville,TX,None,0
South Duxbury,MA,None,0
Dell Rapids,SD,None,0
Lake Clarke Shores,FL,None,0
Paoli,IN,None,0
Duncan,SC,None,0
Bolivar,OH,None,0
Fairbury,NE,None,0
Beloit,KS,None,0
Waukon,IA,None,0
Las Animas,CO,None,0
Pajaro,CA,None,0
New London,MN,None,0
Cedaredge,CO,None,0
Manhasset Hills,NY,None,0
Northchase,NC,None,0
Pittsboro,IN,None,0
Dover Base Housing,DE,None,0
Clayton,GA,None,0
Dunean,SC,None,0
El Dorado Springs,MO,None,0
Whitesboro,NY,None,0
Frackville,PA,None,0
Century,FL,None,0
Tarpey Village,CA,None,0
Mercer,PA,None,0
Northumberland,PA,None,0
Romeo,MI,None,0
Brookville,NY,None,0
Saluda,SC,None,0
Cayuga Heights,NY,None,0
Kutztown University,PA,None,0
Heber,CA,None,0
Moss Beach,CA,None,0
Zelienople,PA,None,0
Bonanza,GA,None,0
Delta,UT,None,0
Ridgecrest,FL,None,0
Lake Cassidy,WA,None,0
Gooding,ID,None,0
Palmyra,MO,None,0
Lake of the Pines,CA,None,0
McCall,ID,None,0
Gordon Heights,NY,None,0
Ozark,AR,None,0
Scissors,TX,None,0
Narragansett Pier,RI,None,0
Unicoi,TN,None,0
Combined Locks,WI,None,0
Kimberly,AL,None,0
Pine Lawn,MO,None,0
Loxahatchee Groves,FL,None,0
Goldstream,AK,None,0
Southern Shops,SC,None,0
Elm Creek,TX,None,0
Newport,MN,None,0
North Baltimore,OH,None,0
Peralta,NM,None,0
Omro,WI,None,0
Woodbridge,CA,None,0
Saw Creek,PA,None,0
Stallion Springs,CA,None,0
Christiana,TN,None,0
Darien,GA,None,0
O'Neill,NE,None,0
Orofino,ID,None,0
Osceola,WI,None,0
Golf Manor,OH,None,0
Thompsonville,PA,None,0
Sandia Heights,NM,None,0
Taylor Lake Village,TX,None,0
Kitty Hawk,NC,None,0
Valley Grande,AL,None,0
Volcano,HI,None,0
Hubbard,OR,None,0
Meiners Oaks,CA,None,0
Eveleth,MN,None,0
Greenhills,OH,None,0
Rineyville,KY,None,0
Dixmoor,IL,None,0
Lake Erie Beach,NY,None,0
Riverwoods,IL,None,0
Newtown Grant,PA,None,0
Kelseyville,CA,None,0
Cambridge City,IN,None,0
Canton,SD,None,0
Oglesby,IL,None,0
Hainesville,IL,None,0
Brittany Farms-The Highlands,PA,None,0
Helena Valley Northeast,MT,None,0
Long Lake,IL,None,0
Northwest Harbor,NY,None,0
Oxford,MI,None,0
Gallipolis,OH,None,0
Pen Argyl,PA,None,0
Oregon,IL,None,0
Osage,IA,None,0
Carey,OH,None,0
Annandale,MN,None,0
Dublin,TX,None,0
Nowata,OK,None,0
Camden,DE,None,0
Vienna,GA,None,0
Baltimore,OH,None,0
Shadyside,OH,None,0
Mission Hills,KS,None,0
Marlboro,NY,None,0
Boiling Springs,PA,None,0
Knox,IN,None,0
Frederick,OK,None,0
Windermere,FL,None,0
Nanty-Glo,PA,None,0
Frontenac,MO,None,0
Amberley,OH,None,0
Mississippi State,MS,None,0
Sloan,NY,None,0
Centerville,TN,None,0
Brenas,PR,None,0
Robins,IA,None,0
Valhalla,NY,None,0
Willcox,AZ,None,0
Lead,SD,None,0
Berwyn,PA,None,0
Momence,IL,None,0
Mount Pleasant,UT,None,0
Two Harbors,MN,None,0
Piggott,AR,None,0
Buzzards Bay,MA,None,0
Morton,MS,None,0
Evergreen,AL,None,0
Unadilla,GA,None,0
Indianola,WA,None,0
Rockfish,NC,None,0
Lockeford,CA,None,0
Holden Heights,FL,None,0
West Liberty,KY,None,0
Paw Paw Lake,MI,None,0
Harrison,MI,None,0
Golden Grove,SC,None,0
Mariemont,OH,None,0
Reliez Valley,CA,None,0
Southern Gateway,VA,None,0
Gravette,AR,None,0
Teague,TX,None,0
Silver Creek,NY,None,0
Brimfield,OH,None,0
St. Johns,AZ,None,0
La Conner,WA,None,0
Clayton,DE,None,0
Wrightstown,WI,None,0
Poteet,TX,None,0
Hanover,MN,None,0
Riverside,MO,None,0
Goldendale,WA,None,0
Bloomer,WI,None,0
Lyons,KS,None,0
Seymour,WI,None,0
Amity Gardens,PA,None,0
Hot Springs,SD,None,0
Valley Springs,CA,None,0
Hanover,IN,None,0
Nellis AFB,NV,None,0
Zumbrota,MN,None,0
Vassar,MI,None,0
Granite Hills,CA,None,0
Broken Bow,NE,None,0
Llano,TX,None,0
Moscow Mills,MO,None,0
Emerald Lakes,PA,None,0
Lake Isabella,CA,None,0
Glen Raven,NC,None,0
Grasonville,MD,None,0
Le Roy,IL,None,0
East Prairie,MO,None,0
Newaygo,MI,None,0
St. James City,FL,None,0
Waller,TX,None,0
West Monroe,MI,None,0
Elkins,AR,None,0
Huntingtown,MD,None,0
Lake Royale,NC,None,0
Sauk City,WI,None,0
Myrtle Creek,OR,None,0
Kane,PA,None,0
Vicksburg,MI,None,0
Delshire,OH,None,0
Vivian,LA,None,0
Locust Valley,NY,None,0
Three Lakes,WA,None,0
Watkins Glen,NY,None,0
Red Bud,IL,None,0
Forsyth,IL,None,0
Yuma,CO,None,0
Raymond,MS,None,0
Balmville,NY,None,0
Cienegas Terrace,TX,None,0
Carrollton,MO,None,0
Alturas,FL,None,0
Pine Island,MN,None,0
Middleville,MI,None,0
East Sandwich,MA,None,0
Emerald Mountain,AL,None,0
Brentwood,MD,None,0
Marlboro Meadows,MD,None,0
Red Oak,NC,None,0
Pelham,GA,None,0
Hicksville,OH,None,0
Johnston City,IL,None,0
Cedar Grove,FL,None,0
Hidden Meadows,CA,None,0
Wheatland,WY,None,0
Hanceville,AL,None,0
Hodgenville,KY,None,0
Shannondale,WV,None,0
North Pembroke,MA,None,0
Sunset,LA,None,0
Brodhead,WI,None,0
Alexander,AR,None,0
Loyalhanna,PA,None,0
Malvern,PA,None,0
Putnam Lake,NY,None,0
McLendon-Chisholm,TX,None,0
Carlton,OR,None,0
Elim,PA,None,0
Wilkesboro,NC,None,0
Cross Mountain,TX,None,0
Pawhuska,OK,None,0
Doolittle,TX,None,0
Rollingwood,CA,None,0
Gothenburg,NE,None,0
Hannahs Mill,GA,None,0
Jasper,TN,None,0
Mineral Ridge,OH,None,0
Heyburn,ID,None,0
Oakhurst,CA,None,0
Clifton,TX,None,0
Moore Haven,FL,None,0
Highland Acres,DE,None,0
Aguas Buenas,PR,None,0
Mono Vista,CA,None,0
Aledo,IL,None,0
Mount Orab,OH,None,0
Piney Point Village,TX,None,0
Mobridge,SD,None,0
Dillonvale,OH,None,0
Kekaha,HI,None,0
Oaklawn-Sunview,KS,None,0
Point Baker,FL,None,0
Lockland,OH,None,0
Rochester,PA,None,0
Treasure Lake,PA,None,0
Cottonport,LA,None,0
Tierra Verde,FL,None,0
Landmark,AR,None,0
Iowa,LA,None,0
Riverton,IL,None,0
Canyon Creek,WA,None,0
Riverdale,CA,None,0
Hoosick Falls,NY,None,0
San Miguel,CA,None,0
Ross,OH,None,0
Yadkinville,NC,None,0
La Vale,MD,None,0
Gibson City,IL,None,0
South Beach,FL,None,0
Dennis Port,MA,None,0
Monte Sereno,CA,None,0
Houston,MS,None,0
Hobart,OK,None,0
Ingenio,PR,None,0
Montura,FL,None,0
Freeland,PA,None,0
Smithville-Sanders,IN,None,0
Germantown Hills,IL,None,0
Paulding,OH,None,0
Cape May,NJ,None,0
Harlem,GA,None,0
Claxton,GA,None,0
Cuthbert,GA,None,0
Tutwiler,MS,None,0
Minoa,NY,None,0
Oliver Springs,TN,None,0
Baldwin,GA,None,0
Meadowbrook,CA,None,0
Hansville,WA,None,0
Leisure Village West,NJ,None,0
High Bridge,NJ,None,0
Heflin,AL,None,0
Campo,CA,None,0
Eagle Grove,IA,None,0
New Hampton,IA,None,0
Calcium,NY,None,0
Lake Lakengren,OH,None,0
La Center,WA,None,0
Woodlawn,OH,None,0
Dunkirk,IN,None,0
Marianna,AR,None,0
Concordia,NJ,None,0
Richwood,LA,None,0
Newcastle,WY,None,0
Toa Alta,PR,None,0
Haworth,NJ,None,0
Trinity,TX,None,0
South Dennis,MA,None,0
Tolono,IL,None,0
South Vacherie,LA,None,0
Ladonia,AL,None,0
Tipton,MO,None,0
Leavenworth,WA,None,0
Hominy,OK,None,0
Tuckerton,NJ,None,0
Frontenac,KS,None,0
Pantops,VA,None,0
Nyssa,OR,None,0
Vandenberg AFB,CA,None,0
Clyde Hill,WA,None,0
Crosby,MN,None,0
Crisfield,MD,None,0
Dewey,OK,None,0
Flat Rock,NC,None,0
Old Mystic,CT,None,0
Karnes City,TX,None,0
Coronita,CA,None,0
Sylvan Beach,NY,None,0
Mountain View,HI,None,0
Keego Harbor,MI,None,0
McChord AFB,WA,None,0
Alma,GA,None,0
Oakridge,OR,None,0
Elizabethtown,NC,None,0
Cleves,OH,None,0
Pine Hills,CA,None,0
Glasgow,MT,None,0
Waldron,AR,None,0
Windsor,NC,None,0
Grand Mound,WA,None,0
Churchville,NY,None,0
Casa Conejo,CA,None,0
Georgetown,IN,None,0
Arcadia,SC,None,0
Skidway Lake,MI,None,0
Mar-Mac,NC,None,0
Loyola,CA,None,0
Big Lake,TX,None,0
Shady Spring,WV,None,0
Paris,AR,None,0
North Yelm,WA,None,0
Jefferson,OR,None,0
Culloden,WV,None,0
Tiger Point,FL,None,0
Port Monmouth,NJ,None,0
Eastlawn Gardens,PA,None,0
Cactus,TX,None,0
Bethel,OH,None,0
Burbank,WA,None,0
Manila,AR,None,0
Kennedy,CA,None,0
Ahtanum,WA,None,0
Sleepy Eye,MN,None,0
Ely,MN,None,0
Nokomis,FL,None,0
Delmar,MD,None,0
Mattapoisett Center,MA,None,0
Hartford,SD,None,0
Experiment,GA,None,0
Cornville,AZ,None,0
Elma,WA,None,0
North Lakeport,CA,None,0
Houghton Lake,MI,None,0
Loiza,PR,None,0
Lincoln Heights,OH,None,0
Northlake,TX,None,0
Pixley,CA,None,0
Lake Placid,NY,None,0
Howe,TX,None,0
Reno,TX,None,0
Shallowater,TX,None,0
Peshtigo,WI,None,0
Oak Valley,NJ,None,0
Manor,PA,None,0
Corunna,MI,None,0
Crestview Hills,KY,None,0
Hollywood Park,TX,None,0
Mansfield,PA,None,0
Kinsey,AL,None,0
Auburn,NE,None,0
Mayfield,OH,None,0
Schnecksville,PA,None,0
Fairchild AFB,WA,None,0
Mackinaw,IL,None,0
Dade City North,FL,None,0
Nicholls,GA,None,0
Waterloo,WI,None,0
Lake Holm,WA,None,0
Blennerhassett,WV,None,0
Kingwood,WV,None,0
Inwood,WV,None,0
Blackstone,VA,None,0
Hardwick,GA,None,0
Lake California,CA,None,0
Pottsgrove,PA,None,0
Sherwood,OH,None,0
Collinsville,CT,None,0
Pottsville,AR,None,0
Carthage,TN,None,0
Hemlock Farms,PA,None,0
Upland,PA,None,0
Bajadero,PR,None,0
Bainbridge,OH,None,0
Laurel Lake,NJ,None,0
Kamas,UT,None,0
Winchester,CA,None,0
Barron,WI,None,0
Story City,IA,None,0
Graniteville,SC,None,0
Desert Edge,CA,None,0
Sharpsburg,PA,None,0
Cherryvale,SC,None,0
Chattahoochee Hills,GA,None,0
Chandler,IN,None,0
Ellsworth,WI,None,0
Alamo,GA,None,0
South Nyack,NY,None,0
Fulton,IL,None,0
Port Ewen,NY,None,0
Salem Heights,OH,None,0
New Baden,IL,None,0
Edcouch,TX,None,0
Patillas,PR,None,0
Chesnee,SC,None,0
Pleasant Gap,PA,None,0
Islandia,NY,None,0
Etna,PA,None,0
Waialua,HI,None,0
Ponce Inlet,FL,None,0
Lake Junaluska,NC,None,0
Taylor Creek,OH,None,0
Wellsville,OH,None,0
Stanhope,NJ,None,0
Greensboro,GA,None,0
Goshen,CA,None,0
Moreland Hills,OH,None,0
Manistique,MI,None,0
Spring City,PA,None,0
Santo Domingo,PR,None,0
Elma Center,NY,None,0
Long Prairie,MN,None,0
Haviland,NY,None,0
Winnsboro,TX,None,0
Shark River Hills,NJ,None,0
Plainview,MN,None,0
Paloma Creek,TX,None,0
Melbourne Beach,FL,None,0
Balcones Heights,TX,None,0
Haughton,LA,None,0
Grantville,GA,None,0
El Verano,CA,None,0
Cloverdale,VA,None,0
Pretty Bayou,FL,None,0
Littleton Common,MA,None,0
Hillsboro,MO,None,0
Newbern,TN,None,0
Cuba,MO,None,0
Pagedale,MO,None,0
Lindsborg,KS,None,0
Orange,OH,None,0
Carthage,NY,None,0
Citrus City,TX,None,0
Springdale,PA,None,0
Medina,WA,None,0
Blue Ridge,VA,None,0
West Lake Hills,TX,None,0
Seacliff,CA,None,0
Pendleton,SC,None,0
Ohioville,PA,None,0
West Point,NE,None,0
Lincoln Park,CO,None,0
Lakeland,GA,None,0
Mount Oliver,PA,None,0
Ainaloa,HI,None,0
Tybee Island,GA,None,0
Essexville,MI,None,0
Pine Grove,PA,None,0
Lagrange,IN,None,0
Sonterra,TX,None,0
Grand Point,LA,None,0
Summersville,WV,None,0
West End-Cobb Town,AL,None,0
Dundee,OR,None,0
Grand Saline,TX,None,0
Howards Grove,WI,None,0
Esparto,CA,None,0
Jones Creek,TX,None,0
Montrose,NY,None,0
White Pine,TN,None,0
Marysville,KS,None,0
Hahnville,LA,None,0
Agua Dulce,TX,None,0
Baldwyn,MS,None,0
Mauriceville,TX,None,0
Blissfield,MI,None,0
Crockett,CA,None,0
Carrollton,OH,None,0
North Wales,PA,None,0
Somerville,TN,None,0
Rural Hall,NC,None,0
Hilliard,FL,None,0
Leisuretowne,NJ,None,0
Pomona,NY,None,0
Denver,NC,None,0
Livingston,AL,None,0
Sugar Creek,MO,None,0
Lordstown,OH,None,0
Cambrian Park,CA,None,0
Philippi,WV,None,0
Spencer,NC,None,0
West Point,VA,None,0
Chickamauga,GA,None,0
Spearman,TX,None,0
West Wyomissing,PA,None,0
Berwyn Heights,MD,None,0
Water Valley,MS,None,0
Newburgh,IN,None,0
Myerstown,PA,None,0
Nesquehoning,PA,None,0
North Shore,VA,None,0
Bad Axe,MI,None,0
Williams,AZ,None,0
Annetta,TX,None,0
Caban,PR,None,0
Franklin,MI,None,0
Dawsonville,GA,None,0
Four Bridges,OH,None,0
Kotzebue,AK,None,0
Grangeville,ID,None,0
Sleepy Hollow,IL,None,0
Cottonwood,CA,None,0
Yerington,NV,None,0
Uniontown,OH,None,0
Moulton,AL,None,0
Monmouth Beach,NJ,None,0
Locust,NC,None,0
Tipton,CA,None,0
Bay Pines,FL,None,0
Garnett,KS,None,0
Kemmerer,WY,None,0
Vinton,LA,None,0
Greenbriar,FL,None,0
Iowa Colony,TX,None,0
Hauula,HI,None,0
Verona,MS,None,0
Wimberley,TX,None,0
Enochville,NC,None,0
Port Angeles East,WA,None,0
Russell,KY,None,0
Norris,TN,None,0
Eielson AFB,AK,None,0
Silt,CO,None,0
Wellsboro,PA,None,0
Welsh,LA,None,0
Bedford Hills,NY,None,0
Linwood,PA,None,0
Wewoka,OK,None,0
West Orange,TX,None,0
Tipton,IA,None,0
Mount Morris,IL,None,0
Sharpes,FL,None,0
Hinton,OK,None,0
Port Hadlock-Irondale,WA,None,0
Rush City,MN,None,0
Canterwood,WA,None,0
Coqui,PR,None,0
Pistakee Highlands,IL,None,0
Watergate,FL,None,0
East Dundee,IL,None,0
Fairfield,TX,None,0
Coplay,PA,None,0
Warm Springs,OR,None,0
West Portsmouth,OH,None,0
Three Rivers,OR,None,0
Orchard City,CO,None,0
New York Mills,NY,None,0
Warrior,AL,None,0
Wanakah,NY,None,0
Holton,KS,None,0
Lowesville,NC,None,0
Algona,WA,None,0
Louisiana,MO,None,0
Steeleville,IL,None,0
Wareham Center,MA,None,0
Mingo Junction,OH,None,0
Colfax,CA,None,0
Williston,FL,None,0
Central Park,WA,None,0
Cumberland,KY,None,0
Bandon,OR,None,0
El Cerro,NM,None,0
Hoopa,CA,None,0
Millersburg,OH,None,0
Cutchogue,NY,None,0
Springdale,MD,None,0
Port Washington North,NY,None,0
Ingram,PA,None,0
Lake Panasoffkee,FL,None,0
Mannford,OK,None,0
Bethel Acres,OK,None,0
Walkerton,IN,None,0
San Antonio Heights,CA,None,0
Springtown,TX,None,0
Bamberg,SC,None,0
Athens,PA,None,0
Lake Orion,MI,None,0
Burgettstown,PA,None,0
Chattanooga Valley,GA,None,0
Glenville,WV,None,0
Capitanejo,PR,None,0
Tallapoosa,GA,None,0
Beaver,UT,None,0
Superior,AZ,None,0
Malabar,FL,None,0
Georgetown,IL,None,0
South Hempstead,NY,None,0
Lutcher,LA,None,0
Elgin,OK,None,0
Terra Bella,CA,None,0
Waynesville,OH,None,0
Sparta,GA,None,0
Chandler,TX,None,0
Laguna Vista,TX,None,0
North Middletown,NJ,None,0
Jackson,MN,None,0
Angwin,CA,None,0
Macungie,PA,None,0
Loma Rica,CA,None,0
Colonial Heights,TN,None,0
Acushnet Center,MA,None,0
Frisco,CO,None,0
Hideaway,TX,None,0
Red Oaks Mill,NY,None,0
Union City,PA,None,0
Saddle River,NJ,None,0
San Saba,TX,None,0
Breckenridge,MN,None,0
Ingalls Park,IL,None,0
Pickens,SC,None,0
Underwood-Petersville,AL,None,0
Salmon,ID,None,0
Jones,OK,None,0
Cold Spring,NY,None,0
Tunkhannock,PA,None,0
Morada,CA,None,0
Madison,OH,None,0
Zellwood,FL,None,0
Parowan,UT,None,0
Williamsburg,IA,None,0
Greentown,IN,None,0
Hidden Springs,ID,None,0
Amesti,CA,None,0
East Richmond Heights,CA,None,0
Oak Ridge North,TX,None,0
Cadiz,OH,None,0
West Union,OH,None,0
North Brooksville,FL,None,0
El Cenizo,TX,None,0
South Eliot,ME,None,0
Early,TX,None,0
Monte Grande,PR,None,0
Weaverville,CA,None,0
Pitcairn,PA,None,0
Kings Bay Base,GA,None,0
Galena,IL,None,0
Rockwood,MI,None,0
Ladysmith,WI,None,0
Boscobel,WI,None,0
Dakota Dunes,SD,None,0
South Blooming Grove,NY,None,0
Newton,MS,None,0
Delta,OH,None,0
Liberty,SC,None,0
Wynantskill,NY,None,0
Lucedale,MS,None,0
Walbridge,OH,None,0
Haskell,TX,None,0
Moose Lake,MN,None,0
Minden,NV,None,0
Meadowdale,WA,None,0
Tierras Nuevas Poniente,PR,None,0
Homestead,PA,None,0
Soperton,GA,None,0
High Bridge,WA,None,0
Nevada City,CA,None,0
Lebanon,VA,None,0
Pine City,MN,None,0
Eleele,HI,None,0
Lake Success,NY,None,0
Reamstown,PA,None,0
Pleasant Valley,WV,None,0
Zillah,WA,None,0
Blanchard,LA,None,0
Granville,WV,None,0
Tomahawk,WI,None,0
Burlington,CO,None,0
Salunga,PA,None,0
Beulah,ND,None,0
Nokomis,IL,None,0
Orchidlands Estates,HI,None,0
Versailles,OH,None,0
Centerville,PA,None,0
Sheridan,IN,None,0
Landis,NC,None,0
Cottondale,AL,None,0
Petersburg,AK,None,0
Brackenridge,PA,None,0
Denmark,SC,None,0
Bicknell,IN,None,0
Okemah,OK,None,0
Hamburg,NJ,None,0
Netcong,NJ,None,0
Yorkville,WI,None,0
Heron Bay,GA,None,0
Avondale Estates,GA,None,0
Hogansville,GA,None,0
Greenwood,LA,None,0
Marin City,CA,None,0
Rochester,WA,None,0
Cleveland,OK,None,0
Thiensville,WI,None,0
Needville,TX,None,0
Oakland,FL,None,0
Marion,AL,None,0
Mount Penn,PA,None,0
San Andreas,CA,None,0
Henrietta,TX,None,0
Hiawatha,KS,None,0
Lake Pocotopaug,CT,None,0
Wesleyville,PA,None,0
Paddock Lake,WI,None,0
Gosnell,AR,None,0
Abingdon,IL,None,0
North Lakeville,MA,None,0
Kellogg,ID,None,0
Bean Station,TN,None,0
Shackle Island,TN,None,0
Island Walk,FL,None,0
Mineral Springs,NC,None,0
Arcadia,WI,None,0
Beechwood,MI,None,0
Blue Earth,MN,None,0
Wallburg,NC,None,0
Jamestown,CA,None,0
North Cape May,NJ,None,0
Beechwood Trails,OH,None,0
Milbank,SD,None,0
South Jacksonville,IL,None,0
New Holstein,WI,None,0
Blountville,TN,None,0
Oak Trail Shores,TX,None,0
Acres Green,CO,None,0
Vado,NM,None,0
Olney,TX,None,0
Federalsburg,MD,None,0
Bonny Doon,CA,None,0
Checotah,OK,None,0
Sloatsburg,NY,None,0
Dahlgren,VA,None,0
Lodi,WI,None,0
Ocean Grove,MA,None,0
Buffalo,MO,None,0
Cadiz,KY,None,0
McSherrystown,PA,None,0
Morongo Valley,CA,None,0
Warsaw,NC,None,0
Brownstown,IN,None,0
Greenwood Lake,NY,None,0
Eagle Lake,MN,None,0
Fiskdale,MA,None,0
East Rockingham,NC,None,0
Chandler,OK,None,0
Red Bay,AL,None,0
Sonora,TX,None,0
Filer,ID,None,0
Watertown,FL,None,0
Tishomingo,OK,None,0
Hartville,OH,None,0
Andrews AFB,MD,None,0
Cleveland,FL,None,0
Brillion,WI,None,0
Anza,CA,None,0
Licking,MO,None,0
Moriches,NY,None,0
Eatonville,WA,None,0
Clarksville,TX,None,0
Lakemore,OH,None,0
Jefferson,OH,None,0
Cut Bank,MT,None,0
Savanna,IL,None,0
Double Oak,TX,None,0
Fairport Harbor,OH,None,0
Doylestown,OH,None,0
Lake Arrowhead,ME,None,0
Biscayne Park,FL,None,0
Navy Yard City,WA,None,0
Bethany,MO,None,0
Paramount-Long Meadow,MD,None,0
Dyer,TN,None,0
Monterey,TN,None,0
Weaver,AL,None,0
Golden Beach,MD,None,0
Brightwaters,NY,None,0
Big Sky,MT,None,0
Blackhawk,SD,None,0
Dalzell,SC,None,0
Bishop,TX,None,0
Wilder,KY,None,0
Corning,AR,None,0
Wormleysburg,PA,None,0
Richville,OH,None,0
Dadeville,AL,None,0
Columbus,KS,None,0
Montgomery,MN,None,0
Loxley,AL,None,0
Wildwood Crest,NJ,None,0
Algoma,WI,None,0
